,season,player_id,faceOffWins
0,20002001,8444894,12
1,20002001,8444919,0
2,20002001,8445000,93
3,20002001,8445176,4
4,20002001,8445266,2
5,20002001,8445283,267
6,20002001,8445413,0
7,20002001,8445423,64
8,20002001,8445428,0
9,20002001,8445440,5
10,20002001,8445493,4
11,20002001,8445550,0
12,20002001,8445575,1
13,20002001,8445621,0
14,20002001,8445730,123
15,20002001,8445733,63
16,20002001,8445734,11
17,20002001,8445735,1152
18,20002001,8445739,1
19,20002001,8445783,0
20,20002001,8446003,581
21,20002001,8446053,0
22,20002001,8446117,0
23,20002001,8446165,631
24,20002001,8446167,294
25,20002001,8446181,0
26,20002001,8446286,0
27,20002001,8446295,4
28,20002001,8446303,541
29,20002001,8446305,67
30,20002001,8446309,0
31,20002001,8446407,3
32,20002001,8446408,20
33,20002001,8446417,0
34,20002001,8446423,4
35,20002001,8446435,0
36,20002001,8446454,4
37,20002001,8446485,563
38,20002001,8446494,0
39,20002001,8446675,9
40,20002001,8446788,893
41,20002001,8446823,818
42,20002001,8446826,0
43,20002001,8446830,250
44,20002001,8446847,66
45,20002001,8446951,731
46,20002001,8446955,0
47,20002001,8447004,1
48,20002001,8447091,0
49,20002001,8447177,204
50,20002001,8447187,0
51,20002001,8447206,219
52,20002001,8447350,2
53,20002001,8447363,0
54,20002001,8447364,54
55,20002001,8447383,0
56,20002001,8447386,0
57,20002001,8447477,0
58,20002001,8447680,0
59,20002001,8447690,0
60,20002001,8447958,765
61,20002001,8447979,0
62,20002001,8447989,0
63,20002001,8448017,543
64,20002001,8448091,3
65,20002001,8448092,30
66,20002001,8448208,0
67,20002001,8448225,168
68,20002001,8448287,0
69,20002001,8448380,0
70,20002001,8448415,15
71,20002001,8448484,55
72,20002001,8448487,0
73,20002001,8448542,116
74,20002001,8448543,0
75,20002001,8448622,0
76,20002001,8448669,284
77,20002001,8448674,541
78,20002001,8448740,0
79,20002001,8448769,0
80,20002001,8448770,0
81,20002001,8448772,6
82,20002001,8448782,444
83,20002001,8448797,0
84,20002001,8448824,0
85,20002001,8448825,647
86,20002001,8448834,4
87,20002001,8448960,0
88,20002001,8449093,0
89,20002001,8449123,0
90,20002001,8449137,1
91,20002001,8449295,23
92,20002001,8449450,1
93,20002001,8449477,0
94,20002001,8449499,1
95,20002001,8449545,2
96,20002001,8449573,1043
97,20002001,8449633,31
98,20002001,8449645,931
99,20002001,8449654,4
100,20002001,8449740,274
101,20002001,8449745,1
102,20002001,8449751,1
103,20002001,8449754,0
104,20002001,8449807,670
105,20002001,8449893,722
106,20002001,8449895,191
107,20002001,8449902,0
108,20002001,8449924,0
109,20002001,8449951,1081
110,20002001,8449957,0
111,20002001,8449961,2
112,20002001,8450223,0
113,20002001,8450357,0
114,20002001,8450389,0
115,20002001,8450550,968
116,20002001,8450561,0
117,20002001,8450620,0
118,20002001,8450653,10
119,20002001,8450678,1
120,20002001,8450725,59
121,20002001,8450742,0
122,20002001,8450773,142
123,20002001,8450817,839
124,20002001,8450824,0
125,20002001,8450900,6
126,20002001,8450941,4
127,20002001,8450978,436
128,20002001,8451005,149
129,20002001,8451059,0
130,20002001,8451093,1
131,20002001,8451101,1214
132,20002001,8451224,0
133,20002001,8451302,50
134,20002001,8451333,0
135,20002001,8451359,750
136,20002001,8451392,137
137,20002001,8451558,0
138,20002001,8451673,130
139,20002001,8451711,1
140,20002001,8451715,0
141,20002001,8451774,1059
142,20002001,8451789,0
143,20002001,8451793,113
144,20002001,8451804,1
145,20002001,8451805,0
146,20002001,8451819,0
147,20002001,8451898,1
148,20002001,8451925,0
149,20002001,8451972,12
150,20002001,8451991,779
151,20002001,8452147,263
152,20002001,8452161,10
153,20002001,8452216,4
154,20002001,8452285,723
155,20002001,8452353,1
156,20002001,8452371,0
157,20002001,8452557,21
158,20002001,8452569,1
159,20002001,8452578,713
160,20002001,8452695,0
161,20002001,8455413,0
162,20002001,8455429,11
163,20002001,8455447,1
164,20002001,8455479,11
165,20002001,8455521,710
166,20002001,8455564,28
167,20002001,8455575,77
168,20002001,8455653,0
169,20002001,8455666,0
170,20002001,8455738,1
171,20002001,8455763,5
172,20002001,8455805,0
173,20002001,8455875,0
174,20002001,8455919,541
175,20002001,8455984,2
176,20002001,8456000,0
177,20002001,8456024,0
178,20002001,8456031,0
179,20002001,8456087,6
180,20002001,8456100,585
181,20002001,8456106,5
182,20002001,8456117,3
183,20002001,8456118,8
184,20002001,8456121,405
185,20002001,8456149,4
186,20002001,8456153,0
187,20002001,8456156,657
188,20002001,8456182,0
189,20002001,8456283,0
190,20002001,8456430,623
191,20002001,8456464,15
192,20002001,8456514,0
193,20002001,8456531,0
194,20002001,8456547,0
195,20002001,8456556,11
196,20002001,8456567,506
197,20002001,8456588,0
198,20002001,8456595,0
199,20002001,8456729,2
200,20002001,8456734,820
201,20002001,8456745,1
202,20002001,8456760,106
203,20002001,8456770,1
204,20002001,8456793,0
205,20002001,8456848,3
206,20002001,8456849,38
207,20002001,8456850,0
208,20002001,8456852,1
209,20002001,8456857,66
210,20002001,8456882,5
211,20002001,8456887,24
212,20002001,8456903,0
213,20002001,8456933,0
214,20002001,8456966,592
215,20002001,8457003,0
216,20002001,8457063,0
217,20002001,8457191,0
218,20002001,8457203,389
219,20002001,8457222,0
220,20002001,8457261,1
221,20002001,8457264,1
222,20002001,8457297,205
223,20002001,8457319,285
224,20002001,8457384,0
225,20002001,8457403,0
226,20002001,8457421,1
227,20002001,8457491,312
228,20002001,8457511,1
229,20002001,8457566,1
230,20002001,8457646,38
231,20002001,8457661,0
232,20002001,8457681,0
233,20002001,8457686,86
234,20002001,8457704,31
235,20002001,8457706,0
236,20002001,8457783,1
237,20002001,8457805,0
238,20002001,8457921,356
239,20002001,8457981,5
240,20002001,8458031,1
241,20002001,8458036,0
242,20002001,8458052,0
243,20002001,8458058,0
244,20002001,8458069,464
245,20002001,8458125,0
246,20002001,8458126,2
247,20002001,8458155,401
248,20002001,8458172,0
249,20002001,8458179,0
250,20002001,8458185,70
251,20002001,8458192,173
252,20002001,8458202,0
253,20002001,8458208,0
254,20002001,8458229,382
255,20002001,8458347,52
256,20002001,8458348,0
257,20002001,8458361,777
258,20002001,8458373,0
259,20002001,8458385,564
260,20002001,8458454,0
261,20002001,8458468,0
262,20002001,8458477,58
263,20002001,8458483,0
264,20002001,8458487,714
265,20002001,8458494,0
266,20002001,8458517,0
267,20002001,8458518,0
268,20002001,8458519,0
269,20002001,8458520,352
270,20002001,8458522,1
271,20002001,8458523,1
272,20002001,8458524,245
273,20002001,8458525,304
274,20002001,8458526,450
275,20002001,8458527,0
276,20002001,8458529,102
277,20002001,8458530,3
278,20002001,8458532,3
279,20002001,8458534,2
280,20002001,8458536,40
281,20002001,8458537,22
282,20002001,8458538,11
283,20002001,8458540,4
284,20002001,8458541,0
285,20002001,8458542,6
286,20002001,8458543,0
287,20002001,8458544,0
288,20002001,8458546,0
289,20002001,8458554,674
290,20002001,8458557,569
291,20002001,8458560,0
292,20002001,8458561,661
293,20002001,8458566,0
294,20002001,8458572,50
295,20002001,8458573,500
296,20002001,8458575,1
297,20002001,8458582,0
298,20002001,8458585,0
299,20002001,8458590,36
300,20002001,8458595,0
301,20002001,8458598,0
302,20002001,8458600,0
303,20002001,8458605,67
304,20002001,8458617,5
305,20002001,8458620,4
306,20002001,8458628,14
307,20002001,8458632,1
308,20002001,8458636,0
309,20002001,8458637,6
310,20002001,8458638,367
311,20002001,8458641,2
312,20002001,8458645,260
313,20002001,8458658,0
314,20002001,8458672,0
315,20002001,8458682,17
316,20002001,8458715,0
317,20002001,8458801,0
318,20002001,8458805,0
319,20002001,8458838,0
320,20002001,8458888,7
321,20002001,8458929,0
322,20002001,8458938,1
323,20002001,8458939,610
324,20002001,8458940,0
325,20002001,8458941,202
326,20002001,8458942,0
327,20002001,8458943,174
328,20002001,8458946,7
329,20002001,8458947,4
330,20002001,8458948,0
331,20002001,8458949,0
332,20002001,8458950,0
333,20002001,8458951,1
334,20002001,8458954,0
335,20002001,8458955,143
336,20002001,8458956,0
337,20002001,8458959,9
338,20002001,8458962,0
339,20002001,8458963,0
340,20002001,8458964,0
341,20002001,8458969,1
342,20002001,8458972,469
343,20002001,8458974,242
344,20002001,8458978,19
345,20002001,8458982,14
346,20002001,8458983,672
347,20002001,8458984,0
348,20002001,8458986,0
349,20002001,8458991,232
350,20002001,8458996,0
351,20002001,8459001,5
352,20002001,8459002,0
353,20002001,8459004,0
354,20002001,8459008,0
355,20002001,8459010,254
356,20002001,8459011,0
357,20002001,8459014,0
358,20002001,8459019,6
359,20002001,8459024,2
360,20002001,8459033,0
361,20002001,8459035,0
362,20002001,8459038,0
363,20002001,8459053,0
364,20002001,8459059,0
365,20002001,8459064,15
366,20002001,8459065,0
367,20002001,8459071,342
368,20002001,8459074,0
369,20002001,8459089,1
370,20002001,8459094,154
371,20002001,8459109,0
372,20002001,8459114,6
373,20002001,8459122,415
374,20002001,8459141,1
375,20002001,8459144,2
376,20002001,8459146,80
377,20002001,8459147,10
378,20002001,8459156,38
379,20002001,8459158,2
380,20002001,8459159,381
381,20002001,8459161,0
382,20002001,8459173,0
383,20002001,8459174,0
384,20002001,8459181,0
385,20002001,8459223,3
386,20002001,8459246,1
387,20002001,8459249,0
388,20002001,8459262,0
389,20002001,8459284,149
390,20002001,8459391,2
391,20002001,8459406,0
392,20002001,8459412,99
393,20002001,8459414,6
394,20002001,8459424,0
395,20002001,8459425,665
396,20002001,8459426,66
397,20002001,8459427,449
398,20002001,8459428,340
399,20002001,8459429,377
400,20002001,8459430,8
401,20002001,8459431,40
402,20002001,8459433,1
403,20002001,8459434,0
404,20002001,8459435,150
405,20002001,8459436,43
406,20002001,8459437,85
407,20002001,8459439,985
408,20002001,8459441,6
409,20002001,8459442,520
410,20002001,8459443,0
411,20002001,8459444,38
412,20002001,8459446,755
413,20002001,8459448,0
414,20002001,8459449,1
415,20002001,8459450,100
416,20002001,8459454,8
417,20002001,8459455,16
418,20002001,8459457,143
419,20002001,8459458,0
420,20002001,8459461,844
421,20002001,8459462,0
422,20002001,8459466,1
423,20002001,8459469,0
424,20002001,8459472,31
425,20002001,8459474,201
426,20002001,8459478,0
427,20002001,8459479,0
428,20002001,8459482,0
429,20002001,8459484,0
430,20002001,8459486,1
431,20002001,8459487,0
432,20002001,8459492,517
433,20002001,8459493,0
434,20002001,8459494,114
435,20002001,8459499,8
436,20002001,8459514,140
437,20002001,8459515,1
438,20002001,8459519,0
439,20002001,8459521,49
440,20002001,8459522,1
441,20002001,8459527,209
442,20002001,8459534,4
443,20002001,8459538,0
444,20002001,8459543,0
445,20002001,8459545,246
446,20002001,8459547,278
447,20002001,8459550,0
448,20002001,8459557,23
449,20002001,8459562,383
450,20002001,8459563,0
451,20002001,8459568,4
452,20002001,8459569,0
453,20002001,8459571,361
454,20002001,8459574,194
455,20002001,8459576,0
456,20002001,8459587,834
457,20002001,8459596,6
458,20002001,8459605,0
459,20002001,8459615,0
460,20002001,8459628,0
461,20002001,8459640,14
462,20002001,8459648,3
463,20002001,8459654,12
464,20002001,8459670,1
465,20002001,8459672,88
466,20002001,8459674,0
467,20002001,8459700,0
468,20002001,8459889,6
469,20002001,8459993,23
470,20002001,8459996,0
471,20002001,8460007,0
472,20002001,8460012,4
473,20002001,8460014,0
474,20002001,8460015,2
475,20002001,8460044,0
476,20002001,8460051,0
477,20002001,8460054,4
478,20002001,8460061,417
479,20002001,8460087,1
480,20002001,8460105,771
481,20002001,8460239,0
482,20002001,8460254,0
483,20002001,8460465,5
484,20002001,8460482,410
485,20002001,8460484,271
486,20002001,8460492,0
487,20002001,8460493,0
488,20002001,8460495,363
489,20002001,8460496,6
490,20002001,8460498,306
491,20002001,8460500,1
492,20002001,8460501,26
493,20002001,8460502,0
494,20002001,8460503,0
495,20002001,8460504,0
496,20002001,8460507,492
497,20002001,8460508,0
498,20002001,8460509,0
499,20002001,8460513,0
500,20002001,8460517,0
501,20002001,8460520,0
502,20002001,8460521,1
503,20002001,8460523,1
504,20002001,8460524,1
505,20002001,8460526,98
506,20002001,8460527,465
507,20002001,8460531,0
508,20002001,8460533,729
509,20002001,8460534,584
510,20002001,8460539,0
511,20002001,8460540,0
512,20002001,8460542,64
513,20002001,8460548,0
514,20002001,8460550,1
515,20002001,8460551,11
516,20002001,8460555,0
517,20002001,8460556,9
518,20002001,8460561,0
519,20002001,8460562,304
520,20002001,8460563,0
521,20002001,8460567,1
522,20002001,8460573,9
523,20002001,8460577,1
524,20002001,8460579,0
525,20002001,8460580,1
526,20002001,8460582,2
527,20002001,8460587,0
528,20002001,8460588,1
529,20002001,8460594,0
530,20002001,8460595,6
531,20002001,8460601,0
532,20002001,8460603,66
533,20002001,8460620,3
534,20002001,8460621,4
535,20002001,8460626,0
536,20002001,8460628,4
537,20002001,8460629,10
538,20002001,8460639,1
539,20002001,8460649,691
540,20002001,8460654,4
541,20002001,8460661,0
542,20002001,8460663,18
543,20002001,8460664,0
544,20002001,8460707,1
545,20002001,8460711,0
546,20002001,8460719,275
547,20002001,8460720,0
548,20002001,8460733,1
549,20002001,8460735,0
550,20002001,8460742,3
551,20002001,8460743,1
552,20002001,8460751,0
553,20002001,8460770,0
554,20002001,8460782,0
555,20002001,8460836,0
556,20002001,8460846,0
557,20002001,8460912,0
558,20002001,8462033,0
559,20002001,8462034,0
560,20002001,8462035,376
561,20002001,8462036,557
562,20002001,8462037,62
563,20002001,8462038,6
564,20002001,8462040,2
565,20002001,8462041,6
566,20002001,8462042,330
567,20002001,8462045,0
568,20002001,8462050,0
569,20002001,8462051,0
570,20002001,8462054,8
571,20002001,8462056,0
572,20002001,8462057,0
573,20002001,8462060,0
574,20002001,8462061,252
575,20002001,8462062,18
576,20002001,8462063,0
577,20002001,8462068,0
578,20002001,8462071,1
579,20002001,8462073,0
580,20002001,8462077,70
581,20002001,8462081,0
582,20002001,8462082,8
583,20002001,8462084,1
584,20002001,8462085,2
585,20002001,8462090,0
586,20002001,8462093,8
587,20002001,8462094,117
588,20002001,8462096,0
589,20002001,8462097,0
590,20002001,8462099,0
591,20002001,8462105,65
592,20002001,8462107,1
593,20002001,8462114,1
594,20002001,8462118,557
595,20002001,8462121,0
596,20002001,8462126,0
597,20002001,8462129,361
598,20002001,8462135,67
599,20002001,8462148,0
600,20002001,8462159,574
601,20002001,8462176,0
602,20002001,8462177,1
603,20002001,8462182,515
604,20002001,8462184,0
605,20002001,8462185,58
606,20002001,8462196,1
607,20002001,8462198,1
608,20002001,8462209,15
609,20002001,8462211,0
610,20002001,8462215,0
611,20002001,8462220,0
612,20002001,8462225,0
613,20002001,8462235,0
614,20002001,8462258,0
615,20002001,8462416,0
616,20002001,8462419,1
617,20002001,8462535,0
618,20002001,8462600,5
619,20002001,8462823,1
620,20002001,8463019,269
621,20002001,8463125,0
622,20002001,8463638,0
623,20002001,8464783,0
624,20002001,8464875,0
625,20002001,8464956,0
626,20002001,8464957,1
627,20002001,8464959,0
628,20002001,8464960,46
629,20002001,8464962,0
630,20002001,8464963,0
631,20002001,8464965,30
632,20002001,8464966,0
633,20002001,8464967,241
634,20002001,8464968,247
635,20002001,8464971,19
636,20002001,8464972,0
637,20002001,8464975,105
638,20002001,8464976,0
639,20002001,8464977,78
640,20002001,8464979,208
641,20002001,8464980,1
642,20002001,8464981,0
643,20002001,8464982,0
644,20002001,8464983,2
645,20002001,8464986,0
646,20002001,8464989,710
647,20002001,8464990,0
648,20002001,8464991,0
649,20002001,8464994,0
650,20002001,8464998,216
651,20002001,8465002,6
652,20002001,8465003,3
653,20002001,8465005,0
654,20002001,8465009,0
655,20002001,8465012,0
656,20002001,8465016,0
657,20002001,8465018,274
658,20002001,8465020,1
659,20002001,8465024,1
660,20002001,8465025,3
661,20002001,8465026,1
662,20002001,8465034,0
663,20002001,8465035,0
664,20002001,8465042,0
665,20002001,8465050,479
666,20002001,8465056,270
667,20002001,8465058,1
668,20002001,8465059,0
669,20002001,8465061,0
670,20002001,8465090,2
671,20002001,8465122,0
672,20002001,8465125,1
673,20002001,8465165,0
674,20002001,8465166,1
675,20002001,8465167,0
676,20002001,8465168,0
677,20002001,8465175,252
678,20002001,8465178,19
679,20002001,8465179,166
680,20002001,8465180,3
681,20002001,8465184,0
682,20002001,8465185,0
683,20002001,8465189,335
684,20002001,8465192,487
685,20002001,8465200,0
686,20002001,8465202,0
687,20002001,8465207,1
688,20002001,8465210,0
689,20002001,8465230,0
690,20002001,8465250,0
691,20002001,8465252,0
692,20002001,8465253,69
693,20002001,8465914,0
694,20002001,8465951,138
695,20002001,8465960,50
696,20002001,8465975,15
697,20002001,8465992,0
698,20002001,8466023,1
699,20002001,8466035,6
700,20002001,8466109,0
701,20002001,8466110,233
702,20002001,8466130,3
703,20002001,8466138,860
704,20002001,8466139,487
705,20002001,8466140,270
706,20002001,8466142,0
707,20002001,8466143,85
708,20002001,8466144,0
709,20002001,8466145,0
710,20002001,8466146,0
711,20002001,8466147,1
712,20002001,8466148,6
713,20002001,8466149,3
714,20002001,8466150,0
715,20002001,8466155,0
716,20002001,8466158,0
717,20002001,8466160,10
718,20002001,8466162,2
719,20002001,8466171,262
720,20002001,8466173,0
721,20002001,8466183,2
722,20002001,8466186,181
723,20002001,8466189,0
724,20002001,8466191,0
725,20002001,8466195,0
726,20002001,8466197,8
727,20002001,8466198,0
728,20002001,8466202,0
729,20002001,8466203,0
730,20002001,8466209,0
731,20002001,8466210,1
732,20002001,8466216,42
733,20002001,8466225,0
734,20002001,8466249,2
735,20002001,8466251,0
736,20002001,8466260,0
737,20002001,8466261,0
738,20002001,8466266,515
739,20002001,8466282,0
740,20002001,8466285,0
741,20002001,8466288,0
742,20002001,8466292,0
743,20002001,8466304,14
744,20002001,8466309,0
745,20002001,8466316,4
746,20002001,8466333,0
747,20002001,8466343,163
748,20002001,8466353,0
749,20002001,8466357,137
750,20002001,8466368,3
751,20002001,8466371,454
752,20002001,8466378,20
753,20002001,8466392,76
754,20002001,8466393,0
755,20002001,8466403,8
756,20002001,8466421,41
757,20002001,8466437,1
758,20002001,8466443,0
759,20002001,8466971,3
760,20002001,8467055,358
761,20002001,8467096,0
762,20002001,8467097,0
763,20002001,8467304,1
764,20002001,8467325,3
765,20002001,8467329,574
766,20002001,8467330,358
767,20002001,8467331,0
768,20002001,8467332,0
769,20002001,8467333,0
770,20002001,8467334,110
771,20002001,8467335,69
772,20002001,8467338,13
773,20002001,8467342,17
774,20002001,8467343,1
775,20002001,8467344,0
776,20002001,8467345,0
777,20002001,8467346,6
778,20002001,8467347,162
779,20002001,8467349,0
780,20002001,8467350,0
781,20002001,8467351,450
782,20002001,8467352,0
783,20002001,8467353,191
784,20002001,8467354,1
785,20002001,8467359,9
786,20002001,8467362,10
787,20002001,8467369,0
788,20002001,8467370,356
789,20002001,8467371,2
790,20002001,8467374,0
791,20002001,8467383,0
792,20002001,8467386,131
793,20002001,8467389,395
794,20002001,8467393,0
795,20002001,8467397,2
796,20002001,8467412,2
797,20002001,8467416,366
798,20002001,8467418,173
799,20002001,8467423,51
800,20002001,8467425,0
801,20002001,8467439,0
802,20002001,8467445,0
803,20002001,8467450,0
804,20002001,8467463,0
805,20002001,8467468,81
806,20002001,8467496,1
807,20002001,8467500,0
808,20002001,8467510,0
809,20002001,8467519,0
810,20002001,8467534,4
811,20002001,8467541,10
812,20002001,8467543,14
813,20002001,8467580,0
814,20002001,8467658,6
815,20002001,8467682,0
816,20002001,8467732,0
817,20002001,8467831,677
818,20002001,8467843,0
819,20002001,8467844,60
820,20002001,8467851,0
821,20002001,8467856,2
822,20002001,8467857,29
823,20002001,8467867,0
824,20002001,8467875,6
825,20002001,8467876,450
826,20002001,8467878,412
827,20002001,8467880,9
828,20002001,8467881,0
829,20002001,8467883,0
830,20002001,8467884,1
831,20002001,8467885,2
832,20002001,8467889,0
833,20002001,8467896,0
834,20002001,8467899,12
835,20002001,8467901,0
836,20002001,8467915,0
837,20002001,8467920,0
838,20002001,8467926,0
839,20002001,8467949,0
840,20002001,8467956,0
841,20002001,8467958,0
842,20002001,8467964,161
843,20002001,8467974,1
844,20002001,8468000,0
845,20002001,8468103,0
846,20002001,8468105,0
847,20002001,8468120,19
848,20002001,8468172,5
849,20002001,8468189,5
850,20002001,8468427,0
851,20002001,8468432,387
852,20002001,8468434,68
853,20002001,8468438,33
854,20002001,8468443,1
855,20002001,8468444,0
856,20002001,8468448,0
857,20002001,8468449,82
858,20002001,8468463,0
859,20002001,8468483,1
860,20002001,8468484,0
861,20002001,8468486,1
862,20002001,8468508,7
863,20002001,8468523,1
864,20002001,8468534,0
865,20002001,8468541,0
866,20002001,8468561,1
867,20002001,8468577,0
868,20002001,8468578,45
869,20002001,8468598,0
870,20002001,8468612,1
871,20002001,8468613,0
872,20002001,8468615,3
873,20002001,8468654,0
874,20002001,8468660,0
875,20002001,8468694,1
876,20002001,8468712,0
877,20002001,8468717,0
878,20002001,8468743,5
879,20002001,8468748,0
880,20002001,8468751,40
881,20002001,8468753,93
882,20002001,8468789,22
883,20002001,8469143,0
884,20012002,8444919,0
885,20012002,8445000,738
886,20012002,8445176,2
887,20012002,8445266,1
888,20012002,8445413,0
889,20012002,8445423,89
890,20012002,8445428,0
891,20012002,8445440,15
892,20012002,8445550,0
893,20012002,8445575,1
894,20012002,8445733,52
895,20012002,8445734,26
896,20012002,8445735,1218
897,20012002,8445739,0
898,20012002,8446003,436
899,20012002,8446053,0
900,20012002,8446133,5
901,20012002,8446165,710
902,20012002,8446167,272
903,20012002,8446181,0
904,20012002,8446213,0
905,20012002,8446295,33
906,20012002,8446303,843
907,20012002,8446305,83
908,20012002,8446309,0
909,20012002,8446407,0
910,20012002,8446408,34
911,20012002,8446423,1
912,20012002,8446454,10
913,20012002,8446485,402
914,20012002,8446494,1
915,20012002,8446675,7
916,20012002,8446788,600
917,20012002,8446823,515
918,20012002,8446826,0
919,20012002,8446830,309
920,20012002,8446847,81
921,20012002,8446951,669
922,20012002,8447091,3
923,20012002,8447177,132
924,20012002,8447187,0
925,20012002,8447206,634
926,20012002,8447364,10
927,20012002,8447386,0
928,20012002,8447477,0
929,20012002,8447690,0
930,20012002,8447958,869
931,20012002,8447979,0
932,20012002,8447989,0
933,20012002,8448017,444
934,20012002,8448091,1
935,20012002,8448092,3
936,20012002,8448208,1
937,20012002,8448287,0
938,20012002,8448415,28
939,20012002,8448484,288
940,20012002,8448542,70
941,20012002,8448543,0
942,20012002,8448554,0
943,20012002,8448622,3
944,20012002,8448669,283
945,20012002,8448674,495
946,20012002,8448740,1
947,20012002,8448769,0
948,20012002,8448770,0
949,20012002,8448772,14
950,20012002,8448782,158
951,20012002,8448797,0
952,20012002,8448824,0
953,20012002,8448825,670
954,20012002,8448834,4
955,20012002,8448960,0
956,20012002,8449123,0
957,20012002,8449137,0
958,20012002,8449295,6
959,20012002,8449450,0
960,20012002,8449477,0
961,20012002,8449499,3
962,20012002,8449545,0
963,20012002,8449573,422
964,20012002,8449633,70
965,20012002,8449645,919
966,20012002,8449654,2
967,20012002,8449740,254
968,20012002,8449754,0
969,20012002,8449807,730
970,20012002,8449893,953
971,20012002,8449895,256
972,20012002,8449902,0
973,20012002,8449924,0
974,20012002,8449951,1108
975,20012002,8449957,0
976,20012002,8449961,2
977,20012002,8449971,0
978,20012002,8450223,0
979,20012002,8450389,0
980,20012002,8450550,818
981,20012002,8450561,0
982,20012002,8450620,0
983,20012002,8450653,16
984,20012002,8450678,0
985,20012002,8450725,44
986,20012002,8450742,0
987,20012002,8450767,518
988,20012002,8450817,736
989,20012002,8450824,0
990,20012002,8450825,4
991,20012002,8450900,2
992,20012002,8450941,5
993,20012002,8450978,653
994,20012002,8451005,57
995,20012002,8451093,2
996,20012002,8451101,1122
997,20012002,8451224,0
998,20012002,8451302,33
999,20012002,8451359,1154
1000,20012002,8451392,9
1001,20012002,8451711,1
1002,20012002,8451715,0
1003,20012002,8451774,1041
1004,20012002,8451804,0
1005,20012002,8451805,0
1006,20012002,8451819,0
1007,20012002,8451898,0
1008,20012002,8451925,1
1009,20012002,8451972,11
1010,20012002,8451991,398
1011,20012002,8452147,276
1012,20012002,8452161,2
1013,20012002,8452216,0
1014,20012002,8452285,552
1015,20012002,8452353,0
1016,20012002,8452371,0
1017,20012002,8452569,0
1018,20012002,8452578,690
1019,20012002,8452695,0
1020,20012002,8455429,13
1021,20012002,8455505,0
1022,20012002,8455521,464
